 PG-53       NP-6617-A     2000     3636.3636	  L	400 KV ICT-2 AT KOTESSHWAR POOLING(PG)
 PG-54       NP-3635-A     2000     6954.5454	  L	765 KV ICT-3 AT KOTESSHWAR POOLING(PG)
 PG-55       NP-3634-A     2000     3636.3636	  L	400 KV ICT-3 AT KOTESSHWAR POOLING(PG)
 PG-56       NR-4314-A     2000     6954.5454	  L	765 KV ICT-4 AT KOTESSHWAR POOLING(PG)
 PG-57       NR-3636-A     2000     3636.3636	  L	400 KV ICT-4 AT KOTESSHWAR POOLING(PG)
 BH-01       NP-1372-A     1200     600           M	GT-1(66 kV) at Bhakra Left Bank 
 BH-02       NP-3131-A     1200     600           M	GT-2(66 kV) at Bhakra Left Bank 
 BH-03       NP-1374-A     300      2000          M	GT-3(220 kV) at Bhakra Left Bank
 BH-04       NP-1375-A     300      2000          M	GT-4 (220kV) at Bhakra Left Bank
 BH-05       NP-1376-A     300      2000          M	GT-5(220 kV) at Bhakra Left Bank
 BH-06       NP-1384-A     400      600           M	Aux. Trans.-1(66kV) at Bhakra Left Bank
 BH-07       NP-1385-A     400      600           M	Aux. Trans.-2(66kV) at Bhakra Left Bank 
 BH-31       NP-3090-A     1200     600           C	GT-1(66 kV) at Bhakra Left Bank 
 BH-32       NP-3096-A     1200     600           C	GT-2(66 kV) at Bhakra Left Bank 
 BH-33       NP-3094-A     300      2000          C	GT-3(220 kV) at Bhakra Left Bank
 BH-34       NP-3089-A     300      2000          C	GT-4 (220kV) at Bhakra Left Bank
 BH-35       NP-3095-A     300      2000          C	GT-5(220 kV) at Bhakra Left Bank
 BH-36       NP-3092-A     400      600           C	Aux. Trans.-1(66kV) at Bhakra Left Bank
 BH-37       NP-3093-A     400      600           C	Aux. Trans.-2(66kV) at Bhakra Left Bank 
 BH-09       NP-1379-A     400      600           M	66 kV NFF-1 at Bhakra Left Bank
 BH-10       NP-1849-A     400      600           M	66 kV NFF-2 at Bhakra Left Bank
 BH-11       NP-1377-A     1200     600           M	66 kV PACL at Bhakra Left Bank 
 HP-15       NP-1386-A     400      600           M	66 kV Rakkar at Bhakra Left Bank
 BH-08       NP-1383-A     1600     600           S	ICT(66 kV) at Bhakra Left Bank 
 BH-12       NP-1382-A     1200     2000          S	220 kV Ganguwal-1 at Bhakra Left Bank
 BH-13       NP-1381-A     1200     2000          S	220 kV Ganguwal-2 at Bhakra Left Bank
 BH-14       NP-1380-A     1200     2000          S	220 kV Ganguwal-3 at Bhakra Left Bank
 BH-15       NP-1371-A     1200     2000          M	GT-6(220 kV) at Bhakra Right Bank 
 BH-16       NP-1370-A     1200     2000          M	GT-7(220 kV) at Bhakra Right Bank 
 BH-17       NP-1369-A     1200     2000          M	GT-8(220 kV) at Bhakra Right Bank 
 BH-18       NP-1628-A     1200     2000          M	GT-9(220 kV) at Bhakra Right Bank 
 BH-19       NP-1367-A     1200     2000          M	GT-10(220 kV) at Bhakra Right Bank
 BH-41       NP-3018-A     1200     2000          C	GT-6(220 kV) at Bhakra Right Bank 
 BH-42       NP-3111-A     1200     2000          C	GT-7(220 kV) at Bhakra Right Bank 
 BH-43       NP-3112-A     1200     2000          C	GT-8(220 kV) at Bhakra Right Bank 
 BH-44       NP-3113-A     1200     2000          C	GT-9(220 kV) at Bhakra Right Bank 
 BH-45       NP-3109-A     1200     2000          C	GT-10(220 kV) at Bhakra Right Bank 
 BH-20       NP-1365-A     1200     2000          S	220 kV Ganguwal-4 at Bhakra Right Bank 
 BH-21       NP-1361-A     1200     2000          S	220 kV Ganguwal-5 at Bhakra Right Bank 
 BH-22       NP-1363-A     1200     2000          S	220 kV Jamalpur-1 at Bhakra Right Bank 
 BH-23       NP-1364-A     1200     2000          S	220 kV Jamalpur-2 at Bhakra Right Bank 
 BH-24       NP-1362-A     1200     2000          M	220 kV Mahilpur-1 at Bhakra Right Bank(Used at Punjub drawl at Mahilpur updated on 14.09.2012) 
 BH-25       NP-3088-A     1200     2000          M	220 kV Mahilpur-2 at Bhakra Right Bank(Used at Punjub drawl at Mahilpur updated on 14.09.2012) 
 GW-01       NP-1387-A     600      1200          M	GT-1(132 kV) at Ganguwal HPS
 GW-02       NP-6975-A     300      1200          M	GT-2(132 kV) at Ganguwal HPS (NR-3428-A  rep on 080419)NR-3315-A replaced on 06.05.2019)
 GW-03       NP-1389-A     300      1200          M	GT-3(132 kV) at Ganguwal HPS
 GW-11       NP-3115-A     600      1200          C	GT-1(132 kV) at Ganguwal HPS
 GW-12       NP-3116-A     300      1200          C	GT-2(132 kV) at Ganguwal HPS
 GW-13       NP-3114-A     300      1200          C	GT-3(132 kV) at Ganguwal HPS
 GW-04       NP-1020-B     80	    300           M	33 kV Nurpurbedi at Ganguwal HPS 
 HP-16       NP-1018-B     80	    300           M	33 kV Bilaspur-1 at Ganguwal HPS 
 HP-17       NP-1019-B     80	    300           M	33 kV Bilaspur-2 at Ganguwal HPS 
 GW-21       NP-1390-A     600      1200          S	ICT-1(132 kV) at Ganguwal HPS
 GW-22       NP-1391-A     600      1200          S	ICT-2(132 kV) at Ganguwal HPS
 GW-23       NP-1359-A     600      1200          S	132 kV Kotla-1 at Ganguwal HPS
 GW-24       NP-3086-A     600      1200          S	132 kV Kotla-2 at Ganguwal HPS
 GW-25       NP-7055-B     20       1200          S	132/33 kV Tr-1(132 kV) at Ganguwal HPS
 GW-26       NP-1954-B     20       1200          S	132/33 kV Tr-2(132 kV) at Ganguwal HPS
 KB-01       NP-7044-A     600      1200          M	GT-1(132 kV) at Kotla HPS (NP-1601-A rep on 281119)
 KB-02       NP-1602-A     300      1200          M	GT-2(132 kV) at Kotla HPS
 KB-03       NP-5440-A     300      1200          M	GT-3(132 kV) at Kotla HPS
 KB-11       NP-3117-A     600      1200          C	GT-1(132 kV) at Kotla HPS
 KB-12       NP-3118-A     300      1200          C	GT-2(132 kV) at Kotla HPS
 KB-13       NP-3119-A     300      1200          C	GT-3(132 kV) at Kotla HPS
 KB-21       NP-1607-A     600      1200          S	132 kV Ganguwal-1 at Kotla HPS
 KB-22       NP-1608-A     600      1200          S	132 kV Ganguwal-2 at Kotla HPS
 KB-23       NP-3141-A     600      1200          S	132 kV Ropar-1 at Kotla HPS (NP-1606-A is replaced on 05.03.2019)(NR-3310-A replaced on 06.05.2019)
 KB-24       NP-1604-A     600      1200          S	132 kV Ropar-2 at Kotla HPS
 KB-25       NP-1605-A     600      1200          S	132 kV Ropar-3 at Kotla HPS
 DE-01       NP-1612-A     1000     3636.3636     M	400 kV Panchkula-PG at Dehar HPS(400kV Panipat-Dehar LILO at Panchkula)
 DE-02       NP-1614-A     1000     3636.3636     M	400 kV Rajpura-PSPCL at Dehar HPS(400 kV Dehar-Bhiwani LILO at Rajpura) 
 HP-18       NP-1609-A     300      2000          M	220 kV Kangu at Dehar HPS 
 DE-03       NP-1610-A     1200     2000          M	220 kV Ganguwal-1 at Dehar HPS 
 DE-04       NP-5439-A     1200     2000          M	220 kV Ganguwal-2 at Dehar HPS
 HP-19       NP-1616-A     400      1200          M	132 kV Kangu at Dehar HPS
 DE-11       NP-1402-A     1000     3636.3636     C	400 kV Panchkula at Dehar HPS (400kV Panipat-Dehar LILO at Panchkula)
 DE-12       NP-5437-A     1000     3636.3636     C	400 kV Bhiwani at Dehar HPS 
 DE-13       NP-1561-A     300      2000          C	220 kV Kangu at Dehar HPS 
 DE-14       NP-1393-A     1200     2000          C	220 kV Ganguwal-1 at Dehar HPS 
 DE-15       NP-6997-A     1200     2000          C	220 kV Ganguwal-2 at Dehar HPS
 DE-16       NP-5436-A     400      1200          C	132 kV Kangu at Dehar HPS
 DE-21       NP-8444-B     2000     100           S	GT-1(220 kV) at Dehar HPS(NP-1618-A replaced on 16.08.2019)
 DE-22       NP-8443-B     2000     100           S	GT-2(220 kV) at Dehar HPS (NP-1619-A replaced on 16.08.2019)
 DE-28       NP-8445-B     2000     100           S	GT-3(11 kV) at Dehar HPS(NP-1062-B replaced on 15.01.2019)
 DE-29       NP-1017-B     2000     100           S	GT-4(11 kV) at Dehar HPS
 DE-30       NP-1063-B     2000     100           S	GT-5(11 kV) at Dehar HPS
 DE-31       NP-8446-B     2000     100           S	GT-6(11 kV) at Dehar HPS (NP-1061-B replaced on 15.01.2019)
 DE-23       NP-1624-A     500      3636.3636     S	400/220 kV ICT(400 kV) at Dehar HPS
 DE-24       NP-1622-A     150      2000          S	ICT-1(220 kV) at Dehar HPS
 DE-25       NP-1620-A     150      2000          S	ICT-2(220 kV) at Dehar HPS
 DE-26       NP-1623-A     250      1200          S	ICT-1(132 kV) at Dehar HPS
 DE-27       NP-1621-A     250      1200          S	ICT-2(132 kV) at Dehar HPS
 PN-01       NP-1656-A     800      2000          M	GT-1(220 kV) at Pong HPS
 PN-02       NP-1673-A     800      2000          M	GT-2(220 kV) at Pong HPS
 PN-03       NP-1674-A     800      2000          M	GT-3(220 kV) at Pong HPS
 PN-04       NP-1675-A     800      2000          M	GT-4(220 kV) at Pong HPS
 PN-05       NP-1880-A     800      2000          M	GT-5(220 kV) at Pong HPS
 PN-06       NP-1677-A     800      2000          M	GT-6(220 kV) at Pong HPS
 PN-07       NP-1630-A     125      600           M	Aux. Trans.-1(66 kV) at Pong HPS
 PN-08       NP-1631-A     75       600           M	Aux. Trans.-2(66 kV) at Pong HPS
 HP-20       NP-7039-A     200      600           M	66 kV Terrace at Pong HPS
 PN-09       NR-3233-A     200      600           M	66 kV Talwara at Pong HPS
 PN-11       NP-3098-A     800      2000          C	GT-1(220 kV) at Pong HPS
 PN-12       NP-3099-A     800      2000          C	GT-2(220 kV) at Pong HPS
 PN-13       NP-3153-A     800      2000          C	GT-3(220 kV) at Pong HPS
 PN-14       NP-3100-A     800      2000          C	GT-4(220 kV) at Pong HPS
 PN-15       NP-3110-A     800      2000          C	GT-5(220 kV) at Pong HPS
 PN-16       NP-3122-A     800      2000          C	GT-6(220 kV) at Pong HPS
 PN-17       NP-3154-A     125      600           C	Aux. Trans.-1(66 kV) at Pong HPS
 PN-18       NP-3155-A     75       600           C	Aux. Trans.-2(66 kV) at Pong HPS
 PN-21       NP-1634-A     800      2000          S	220 kV Dasuya-1 at Pong HPS
 PN-22       NP-1718-A     800      2000          S	220 kV Dasuya-2 at Pong HPS (NP-1635-A on 130319 & NP-1632-A rep on 041019)
 PN-23       NP-1636-A     800      2000          S	220 kV Jessore at Pong HPS
 PN-24       NP-1637-A     800      2000          S	220 kV B-Siul at Pong HPS
 PN-25       NP-1638-A     800      2000          S	220 kV Jalandhar-1 at Pong HPS
 PN-26       NP-7031-A     800      2000          S	220 kV Jalandhar-2 at Pong HPS
 PN-27       NP-1640-A     500      600           S	ICT(66 kV) at Pong HPS
 BB-01       NP-7134-A     800      2000          M	220kV Panipat(T)-1 at Panipat-BBMB
 BB-02       NP-7076-A     800      2000          M	220kV Panipat(T)-2 at Panipat-BBMB
 BB-03       NR-3226-A     800      2000          M	220kV Panipat(T)-3 at Panipat-BBMB (NR-3459-A rep on 141119)
 BB-04       NP-7079-A     1200     2000          M	220kV Panipat(T)-4 at Panipat-BBMB
 BB-05       NP-1413-A     300      2000          M	220/132kV T/F-1(220 kV) at Panipat-BBMB
 BB-06       NP-6583-A     300      2000          M	220/132kV T/F-2(220 kV) at Panipat-BBMB (NP-1414-A rep on 06.04.19)
 BB-07       NP-1415-A     150      2000          M	220/33kV T/F-1 (220 kV) at Panipat-BBMB
 BB-08       NP-1416-A     300      2000          M	220/33kV T/F-2 (220 kV) at Panipat-BBMB
 BB-09       NP-1417-A     1200     2000          S	ICT-1(220 kV) at Panipat-BBMB
 BB-10       NP-8813-A     1200     2000          S	ICT-2 (220 kV) at Panipat-BBMB
 BB-70       NR-3230-A     1200     3636.3636     S	ICT-1(400 kV) at Panipat-BBMB 
 BB-71       NP-1900-A     1200     3636.3636     S	ICT-2 (400 kV) at Panipat-BBMB 
 BB-11       NP-7150-A     1200     2000          S	220kV Charkhi Dadri at Panipat-BBMB 
 BB-12       NP-8222-A     1200     2000          S	220kV Dhulkote-1 at Panipat-BBMB 
 BB-13       NR-3234-A     1200     2000          S	220kV Dhulkote-2 at Panipat-BBMB 
 BB-14       NP-1422-A     1200     2000          S	220kV Kurukshetra at Panipat-BBMB 
 DL-53       NP-1423-A     1200     2000          S	220kV Narela-1 at Panipat-BBMB 
 DL-54       NR-3458-A     1200     2000          S	220kV Narela-2 at Panipat-BBMB 
 DL-55       NP-1425-A     1200     2000          S	220kV Narela-3 at Panipat-BBMB
 BB-76       NP-8835-A     1200     2000          M	220kV Chajpur(HVPN)-1 at Panipat-BBMB
 BB-77       NP-8836-A     1200     2000          M	220kV Chajpur(HVPN)-2 at Panipat-BBMB
 BB-78       NP-8223-A     1200     2000          S	400kV Panchkula(PG) at Panipat-BBMB  
 BB-15       NP-8542-A     120      2000          M	220/66kV ICT-1(220 kV) at Dhulkote-BBMB 
 BB-17       NP-8543-A     120      2000          M	220/66kV ICT-2(220 kV) at Dhulkote-BBMB
 CH-01       NP-7025-A     400      600           M	66kV UT Chd-1 Sec 28 at Dhulkote-BBMB
 CH-02       NP-6582-A     400      600           M	66kV UT Chd-2 Sec28 at Dhulkote-BBMB
 BB-16       NP-8541-A     800      600           S	220/66kV ICT-1(66 kV) at Dhulkote-BBMB
 BB-18       NP-3107-A     800      600           S	220/66kV ICT-2(66 kV) at Dhulkote-BBMB
 BB-19       NP-8118-A     300      2000          M	220/132kV ICT-1(220kV) at Hissar-BBMB(NP-1353-A replaced on 18.06.2019)
 BB-23	     NP-7093-A     300      2000          M	220/132kV ICT-2(220kV) at Hissar-BBMB
 BB-21       NP-5461-A     300      2000          M	220/132kV ICT-3(220kV) at Hissar-BBMB
 BB-25       NP-1351-A     1200     2000          M	220kV Hissar (IA)-1 at Hissar-BBMB
 HR-52       NP-7279-A     1200     2000          M	220kV Hissar (IA)-2 at Hissar-BBMB
 HR-50	     NP-7002-A	    600	    2000          M	220kV Jindal Steel Ltd at Hissar-BBMB
 RJ-42       NP-7070-A     800      1200          M	132kV Rajgarh at Hissar-BBMB (NP-1330-A REP ON 070120)
 RJ-43       NP-1350-A     400      1200          M	132kV Amarpura Thedi at Hissar-BBMB
 BB-64       NP-1348-A     1200     2000          S	220kV Sangrur-1 at Hissar-BBMB
 BB-65       NP-1331-A     1200     2000          S	220kV Sangrur-2 at Hissar-BBMB(NP-1352-A  replaced on 18.06.2019)
 BB-20       NP-1336-A     500      1200          S	220/132kV ICT-1(132kV) at Hissar-BBMB
 BB-24       NP-7196-A     500      1200          S	220/132kV ICT-2(132kV) at Hissar-BBMB      
 BB-22       NP-1335-A     500      1200          S	220/132kV ICT-3(132kV) at Hissar-BBMB 
 RJ-41       NP-1347-A     1200     2000          S	220kV Chirawa at Hissar-BBMB
 BB-26       NP-1581-A     600      2000          M	220/66kV ICT-1(220kV) at Jagadhari-BBMB
 BB-28       NP-1170-A     600      2000          M	220/66kV ICT-2(220kV) at Jagadhari-BBMB
 BB-73       NP-3134-A     600      2000          M	220/66kV ICT-3(220kV) at Jagadhari-BBMB
 BB-27       NP-1580-A     1000     600           S	220/66kV ICT-1(66kV) at Jagadhari-BBMB
 BB-29       NP-8829-A     1000     600           S	220/66kV ICT-2(66kV) at Jagadhari-BBMB
 BB-74       NP-3135-A     1000     600           S	220/66kV ICT-3(66kV) at Jagadhari-BBMB
 HP-29       NP------A     300      1200          S	132kV Giri at Jagadhari-BBMB
 BB-30       NP-6669-A     1000     2000          M	220kV Palwal-1 at Samaypur-BBMB 
 BB-31       NP-6606-A     1000     2000          M	220kV Palwal-2 at Samaypur-BBMB
 BB-32       NP-8153-A     1000     2000          M	220kV Badshapur-1 at Samaypur-BBMB 
 BB-33       NP-6683-A     1000     2000          M	220kV Badshapur-2 at Samaypur-BBMB 
 BB-34       NP-8199-A     1000     2000          M	220kV Faridabad GPS-1 at Samaypur-BBMB (NP-6604-A rep on 101219)  
 BB-35       NP-5051-A     1000     2000          M	220kV Faridabad GPS-2 at Samaypur-BBMB 
 BB-66       NP-6695-A     1000     2000          M	220kV Palla-1 at Samaypur-BBMB 
 BB-67       NP-6824-A     1000     2000          M	220kV Palla-2 at Samaypur-BBMB
 BB-36       NP-5346-A     1000     2000          S	220kV Ballabgarh-1 at Samaypur-BBMB
 BB-37       NP-7761-A     1000     2000          S	220kV Ballabgarh-2 at Samaypur-BBMB
 BB-38       NP-8165-A     1000     2000          S	220kV Ballabgarh-3 at Samaypur-BBMB
 BB-39       NP-7708-A     1000     2000          S	220kV C.Dadri at Samaypur-BBMB
 BB-40       NP-8078-A     300      2000          M	220/66kV ICT-1(220kV) at Ballabgarh-BBMB
 BB-42       NP-1112-A     300      2000          M	220/66kV ICT-2(220kV) at Ballabgarh-BBMB
 BB-68       NP-1135-A     300      2000          M	220/66kV ICT-3(220kV) at Ballabgarh-BBMB
 BB-41       NP-5347-A     1000     600           S	220/66kV ICT-1(66kV) at Ballabgarh-BBMB 
 BB-43       NP-6685-A     1000     600           S	220/66kV ICT-2(66kV) at Ballabgarh-BBMB 
 BB-69       NP-1134-A     1000     600           S	220/66kV ICT-3(66kV) at Ballabgarh-BBMB
 DL-51       NP-7762-A     1200     2000          S	220kV BTPS-1 at Ballabgarh-BBMB
 DL-52       NP-1108-A     1200     2000          S	220kV BTPS-2 at Ballabgarh-BBMB 
 BB-44       NR-3651-A     600      2000          M	220kV Bhiwani(HVPN)-1 at Bhiwani-BBMB
 BB-45       NR-3582-A     600      2000          M	220kV Bhiwani(HVPN)-2 at Bhiwani-BBMB
 BB-46       NR-3647-A     2000     3636.3636     S	400kV Bhiwani-PG(Mahendragarh) at Bhiwani-BBMB
 BB-79       NR-3650-A     2000     3636.3636     S	400kV Rajpura-PSPCL at Bhiwani-BBMB 
 BB-47       NP-5466-A     1200     2000          M	220kV Mahendargarh-1 at Charkhi Dadri-BBMB
 BB-72       NP-3130-A     800      2000          M	220kV Mahendargarh-2 at Charkhi Dadri-BBMB
 BB-48       NP-1145-A     1200     2000          M	220kV Rewari at Charkhi Dadri-BBMB
 BB-49       NP-1156-A     300      2000          M	220/132kV ICT-1(220kV) at Charkhi Dadri
 BB-50       NP-1155-A     300      2000          M	220/132kV ICT-2(220kV) at Charkhi Dadri
 RJ-44       NP-1146-A     600      2000          S	220kV Khetri-1 at Charkhi Dadri-BBMB
 RJ-45       NP-1147-A     1200     2000          S	220kV Khetri-2 at Charkhi Dadri-BBMB
 BB-51       NP-1148-A     600      2000          S	220kV Ballabgarh at Charkhi Dadri-BBMB
 BB-52       NP-3133-A     600      2000          S	220kV Samaypur at Charkhi Dadri-BBMB
 BB-53       NP-1150-A     1200     2000          S	220kV Bhiwani-1 at Charkhi Dadri-BBMB
 BB-54       NP-1151-A     1200     2000          S  	220kV Bhiwani-2 at Charkhi Dadri-BBMB
 BB-55       NP-1152-A     600      2000          S	220kV Bhiwani-3 at Charkhi Dadri-BBMB
 BB-56       NP-1153-A     1200     2000          S	220kV Bhiwani-4 at Charkhi Dadri-BBMB
 BB-57       NP-1154-A     600      2000          S	220kV Panipat at Charkhi Dadri-BBMB
 BB-58       NP-1435-A     150      2000          M	220/132kV ICT-1(220kV) at Kurukshetra-BBMB
 BB-60       NP-7519-A     150      2000          M	220/132kV ICT-2(220kV) at Kurukshetra-BBMB
 BB-62       NP-1564-A     150      2000          M	220/132kV ICT-3(220kV) at Kurukshetra-BBMB
 BB-75       NP-6188-A     300      2000          M	220/132kV ICT-4(220kV)(100 MVA) at Kurukshetra-BBMB
 BB-59       NP-1432-A     250      1200          S	220/132kV ICT-1(132kV) at Kurukshetra-BBMB
 BB-61       NP-1433-A     250      1200          S	220/132kV ICT-2(132kV) at Kurukshetra-BBMB
 BB-63       NP-3126-A     250      1200          S	220/132kV ICT-3(132kV) at Kurukshetra-BBMB
 HR-01       NP-1162-A     150      2000          M	ICT-1(220kV) at Narela-BBMB
 HR-03       NP-3024-A     300      2000          M	ICT-2(220kV) at Narela-BBMB
 HR-02       NP-8071-A     250      1200          S	ICT-1(132kV) at Narela-BBMB
 HR-04       NP-8012-A     500      1200          S	ICT-2(132kV) at Narela-BBMB
 HR-05       NP-1224-A     400      600           M	66kV Gurgaon-1 at Rohtak Road-BBMB
 HR-06       NP-5013-A     400      600           M	66kV Gurgaon-2 at Rohtak Road-BBMB
 HR-07       NP-1140-A     400      300           M	33kV Gurgaon at Rohtak Road-BBMB
 HR-08       NP-6649-A     500      300           M	33kV Bahadurgarh at Rohtak Road-BBMB
 HR-09       NP-8238-A     400      600           C	66kV Gurgaon-1 at Rohtak Road-BBMB
 HR-10       NP-5195-A     400      600           C	66kV Gurgaon-2 at Rohtak Road-BBMB
 HR-11       NP-1141-A     400      300           C	33kV Gurgaon at Rohtak Road-BBMB
 HR-12       NP-1143-A     500      300           C	33kV Bahadurgarh at Rohtak Road-BBMB
 HR-31       NP-8018-A     2000     300           C	33kV Delhi-1 at Rohtak Road-BBMB
 HR-32       NP-1174-A     1600     300           C	33kV Delhi-2 at Rohtak Road-BBMB(NP-1167-A rep on 230419)
 HR-33       NP-8236-A     800      300           C	33kV Delhi-3 at Rohtak Road-BBMB
 HR-45       NP-8019-A     1000     300           C	33kV Delhi-4 at Rohtak Road-BBMB
 PU-01       NP-7151-A     300      2000          M	220/66kV ICT-1(220kV) at Jamalpur-BBMB
 PU-02       NP-7520-A     300      2000          M	220/66kV ICT-2(220kV) at Jamalpur-BBMB
 PU-03       NP-1660-A     300      2000          M	220/66kV ICT-3(220kV) at Jamalpur-BBMB
 PU-04       NP-6572-A     300      2000          M	220/132kV ICT-1(220kV) at Jamalpur-BBMB
 PU-05       NP-1646-A     300      2000          M	220/132kV ICT-2(220kV) at Jamalpur-BBMB
 PU-06       NP-8591-A     300      2000          M	220/132kV ICT-3(220kV) at Jamalpur-BBMB  (NP-1647-A replaced on 291119)
 PU-07       NP-1648-A     1200     2000          M	220kV Dhandari-1 at Jamalpur-BBMB 
 PU-08       NP-5452-A     1200     2000          M	220kV Dhandari-2 at Jamalpur-BBMB
 PU-09       NP-1808-A     1200     2000          S	220kV Ganguwal-1 at Jamalpur-BBMB 
 PU-10       NP-1662-A     1200     2000          S	220kV Ganguwal-2 at Jamalpur-BBMB 
 PU-11       NP-1144-A     1200     2000          S	220kV Bhakra(R)-1 at Jamalpur-BBMB
 PU-12       NP-3127-A     1200     2000          S	220kV Bhakra(R)-2 at Jamalpur-BBMB
 PU-13       NP-7153-A     1200     2000          S	220kV Sangrur-1 at Jamalpur-BBMB
 PU-14       NP-8395-A     1200     2000          S	220kV Sangrur-2 at Jamalpur-BBMB 
 PU-15       NP-7127-A     1200     2000          S	220kV Jalandhar-1 at Jamalpur-BBMB
 PU-16       NP-7069-A     1200     2000          S	220kV Jalandhar-2 at Jamalpur-BBMB
 PU-67       NP-7081-A     1200     2000          M	220kV Jamsher-1 at Jalandhar-BBMB
 PU-68       NR-3235-A     1200     2000          M	220kV Jamsher-2 at Jalandhar-BBMB
 PU-69       NP-1651-A     300      2000          M	220/132kV ICT-1 (220kV) at Jalandhar-BBMB
 PU-70       NP-1653-A     300      2000          M	220/132kV ICT-2 (220kV) at Jalandhar-BBMB
 PU-71       NR-3231-A     300      2000          M	220/132kV ICT-3 (220kV) at Jalandhar-BBMB
 PJ-05       NP-5462-A     300      2000          M	220/132kV ICT-4 (220kV) at Jalandhar-BBMB
 PU-72       NP-1815-A     300      2000          M	220/66kV ICT-1 (220kV) at Jalandhar-BBMB
 PU-73       NR-3305-A     300      2000          M	220/66kV ICT-2 (220kV) at Jalandhar-BBMB
 PU-74       NP-6977-A     1200     2000          M	220kV Butari at Jalandhar-BBMB
 PU-75       NP-1655-A     1200     2000          S	220kV Alwalpur at Jalandhar-BBMB (220kV Dasuya-1 at Jalandhar-BBMB LILO at Alwalpur in June-19) 
 PU-76       NP-5442-A     1200     2000          S	220kV Dasuya-2 at Jalandhar-BBMB 
 PU-17       NP-7010-A     1200     2000          S	220kV Jamalpur-1 at Jalandhar-BBMB
 PU-18       NR-3299-A     1200     2000          S	220kV Jamalpur-2 at Jalandhar-BBMB (NP-1669-A rep on 220519) 
 PU-19       NP-3102-A     1200     2000          S	220kV Pong-1 at Jalandhar-BBMB 
 PU-20       NP-5464-A     1200     2000          S	220kV Pong-2 at Jalandhar-BBMB
 PU-23       NP-6996-A     150      2000          M	220/66kV ICT-1(220kV) at Sangrur-BBMB
 PU-25       NP-1682-A     150      2000          M	220/66kV ICT-2(220kV) at Sangrur-BBMB
 PU-27       NP-1619-A     300      2000          M	220/66kV ICT-3(220kV) at Sangrur-BBMB (NR-3246-A rep on 19.03.20)
 PU-24       NP-1635-A     500      600           S	220/66kV ICT-1(66kV) at Sangrur-BBMB(NP-1650-A rep on 140420)
 PU-26       NP-1679-A     500      600           S	220/66kV ICT-2(66kV) at Sangrur-BBMB 
 PU-28       NP-1618-A     1000     600           S	220/66kV ICT-3(66kV) at Sangrur-BBMB (NR-3254-A rep on 19.03.20)
 PU-29       NP-1594-A     1200     2000          S	220kV Barnala(BBMB) at Sangrur-BBMB (NR-3278-A rep on 19.03.20)
 PU-85       NP-1783-A     1200     2000          M	220kV Barnala(PSEB) at Barnala-BBMB(CTR 800 TO 1200 on 02.09.2018)
 PU-86       NP-1784-A     1200     2000          S	220kV Lehra Mohabbat at Barnala-BBMB(CTR 800 TO 1200 on 26.10.2018)
 PU-30       NR-3345-A     1200     2000          S	220kV Sangrur at Barnala-BBMB (NP-1565-A rep on 230719)
 HR-34       NP-1785-A     1200     2000          C	220kV Abdullapur at MISS Ganguwal-BBMB
 HR-35       NP-1395-A     1200     2000          C	220kV Dhulkote-1 at MISS Ganguwal-BBMB 
 HR-36       NP-1394-A     1200     2000          C	220kV Dhulkote-2 at MISS Ganguwal-BBMB 
 PU-80       NP-1397-A     1200     2000          C	220kV Jamalpur-1 at MISS Ganguwal-BBMB 
 PU-81       NP-1396-A     1200     2000          C	220kV Jamalpur-2 at MISS Ganguwal-BBMB 
 PU-31       NP-8549-A     1200     2000          S	220kV Bhari at MISS Ganguwal-BBMB(Ganguwal-Gvindgarh LILO at Bhari)(NP-1399-A replaced on 02.06.2018)
 PU-32       NP-1398-A     1200     2000          S	220kV Govindgarh-2 at MISS Ganguwal-BBMB 
 PU-33       NP-1400-A     1200     2000          S	220kV Mohali-1 at MISS Ganguwal-BBMB 
 PU-34       NP-8842-A     1200     2000          S	220kV Mohali-2 at MISS Ganguwal-BBMB
 CH-11       NP-1428-A     400      600           S	66kV Dhulkote-1 at Sec-28 Chandigarh-BBMB
 CH-12       NP-1368-A     400      600           S	66kV Dhulkote-2 at Sec-28 Chandigarh-BBMB
 CH-19       NP-1426-A     800      600           S	66kV Pinjore-1 at Kishangarh Chandigarh-BBMB
 CH-20       NP-1427-A     800      600           S	66kV Pinjore-2/Mansadevi at IT Park Chandigarh-BBMB
 UP-01       NP-1209-A     2000     3636.3636     M	400kV Dadri at Muradnagar-UPPCL 
 UP-02       NR-4527-A     800      2000          M	220kV Gazipur-DTL at Sahibabad-UPPCL(Earlier it was Patparganj-DTL)NP-1175-A replaced on 190318
 UP-04       NP-1136-A     1000     2000          S	220kV Noida Sec-20 at Sec-38 Noida-UPPCL
 UP-05       NP------A     1000     2000          M	220kV Sahibabad at Noida-UPPCL
 UQ-65       NR-4523-A     1000     2000          M	220kV Gazipur (DTL) at Sec-20 Noida-UPPCL
 UQ-66       NP-5187-A     1000     2000          M	220kV BTPS   (DTL) at Sec-38 Noida-UPPCL
 UQ-26       NP-5183-A     800      2000          M	220kV Gazipur(DTL) at Sec-62 Noida-UPPCL
 UP-07       NP-7700-A     800      2000          M	220kV Roorkee at Muzaffarnagar-UPPCL
